,Hunk_Type,Size
3015,Fixed_Hunk,16
3016,Buggy_Hunk,12
3017,Fixed_Hunk,12
3018,Buggy_Hunk,7
3019,Fixed_Hunk,7
3020,Buggy_Hunk,7
3021,Fixed_Hunk,7
3022,Buggy_Hunk,8
3023,Fixed_Hunk,26
3024,Buggy_Hunk,7
3025,Fixed_Hunk,14
3026,Buggy_Hunk,6
3027,Fixed_Hunk,12
3028,Buggy_Hunk,6
3029,Fixed_Hunk,7
3030,Buggy_Hunk,7
3031,Fixed_Hunk,20
3032,Buggy_Hunk,6
3033,Fixed_Hunk,10
3034,Buggy_Hunk,7
3035,Fixed_Hunk,13
3036,Buggy_Hunk,6
3037,Fixed_Hunk,10
3038,Buggy_Hunk,6
3039,Fixed_Hunk,10
3040,Buggy_Hunk,9
3041,Fixed_Hunk,9
3042,Buggy_Hunk,16
3043,Fixed_Hunk,16
3044,Buggy_Hunk,12
3045,Fixed_Hunk,12
3046,Buggy_Hunk,12
3047,Fixed_Hunk,12
3048,Buggy_Hunk,31
3049,Fixed_Hunk,295
3050,Buggy_Hunk,6
3051,Fixed_Hunk,7
3052,Buggy_Hunk,8
3053,Fixed_Hunk,9
3054,Buggy_Hunk,7
3055,Fixed_Hunk,9
3056,Buggy_Hunk,7
3057,Fixed_Hunk,7
3058,Buggy_Hunk,7
3059,Fixed_Hunk,7
3060,Buggy_Hunk,6
3061,Fixed_Hunk,7
3062,Buggy_Hunk,15
3063,Fixed_Hunk,22
3064,Buggy_Hunk,6
3065,Fixed_Hunk,11
3066,Buggy_Hunk,6
3067,Fixed_Hunk,9
3068,Buggy_Hunk,8
3069,Fixed_Hunk,8
3070,Buggy_Hunk,18
3071,Fixed_Hunk,19
3072,Buggy_Hunk,8
3073,Fixed_Hunk,8
3074,Buggy_Hunk,344
3075,Fixed_Hunk,355
3076,Buggy_Hunk,8
3077,Fixed_Hunk,9
3078,Buggy_Hunk,8
3079,Fixed_Hunk,8
3080,Buggy_Hunk,12
3081,Fixed_Hunk,21
3082,Buggy_Hunk,7
3083,Fixed_Hunk,10
3084,Buggy_Hunk,8
3085,Fixed_Hunk,10
3086,Buggy_Hunk,18
3087,Fixed_Hunk,21
3088,Buggy_Hunk,7
3089,Fixed_Hunk,7
3090,Buggy_Hunk,30
3091,Fixed_Hunk,35
3092,Buggy_Hunk,8
3093,Fixed_Hunk,8
3094,Buggy_Hunk,9
3095,Fixed_Hunk,9
3096,Buggy_Hunk,8
3097,Fixed_Hunk,8
3098,Buggy_Hunk,11
3099,Fixed_Hunk,13
3100,Buggy_Hunk,7
3101,Fixed_Hunk,7
3102,Buggy_Hunk,7
3103,Fixed_Hunk,7
3104,Buggy_Hunk,6
3105,Fixed_Hunk,7
3106,Buggy_Hunk,6
3107,Fixed_Hunk,7
3108,Buggy_Hunk,7
3109,Fixed_Hunk,7
3110,Buggy_Hunk,7
3111,Fixed_Hunk,7
3112,Buggy_Hunk,23
3113,Fixed_Hunk,27
3114,Buggy_Hunk,7
3115,Fixed_Hunk,7
3116,Buggy_Hunk,9
3117,Fixed_Hunk,10
3118,Buggy_Hunk,7
3119,Fixed_Hunk,7
3120,Buggy_Hunk,7
3121,Fixed_Hunk,7
3122,Buggy_Hunk,7
3123,Fixed_Hunk,6
3124,Buggy_Hunk,8
3125,Fixed_Hunk,6
3126,Buggy_Hunk,20
3127,Fixed_Hunk,18
3128,Buggy_Hunk,6
3129,Fixed_Hunk,7
3130,Buggy_Hunk,6
3131,Fixed_Hunk,7
3132,Buggy_Hunk,6
3133,Fixed_Hunk,7
3134,Buggy_Hunk,6
3135,Fixed_Hunk,15
3136,Buggy_Hunk,6
3137,Fixed_Hunk,8
3138,Buggy_Hunk,7
3139,Fixed_Hunk,7
3140,Buggy_Hunk,7
3141,Fixed_Hunk,8
3142,Buggy_Hunk,7
3143,Fixed_Hunk,6
3144,Buggy_Hunk,15
3145,Fixed_Hunk,12
3146,Buggy_Hunk,9
3147,Fixed_Hunk,9
3148,Buggy_Hunk,7
3149,Fixed_Hunk,7
3150,Buggy_Hunk,7
3151,Fixed_Hunk,7
3152,Buggy_Hunk,7
3153,Fixed_Hunk,7
3154,Buggy_Hunk,52
3155,Fixed_Hunk,6
3156,Buggy_Hunk,7
3157,Fixed_Hunk,6
3158,Buggy_Hunk,7
3159,Fixed_Hunk,7
3160,Buggy_Hunk,7
3161,Fixed_Hunk,6
3162,Buggy_Hunk,7
3163,Fixed_Hunk,6
3164,Buggy_Hunk,6
3165,Fixed_Hunk,7
3166,Buggy_Hunk,21
3167,Fixed_Hunk,32
3168,Buggy_Hunk,8
3169,Fixed_Hunk,12
3170,Buggy_Hunk,7
3171,Fixed_Hunk,7
3172,Buggy_Hunk,8
3173,Fixed_Hunk,6
3174,Buggy_Hunk,290
3175,Fixed_Hunk,305
3176,Buggy_Hunk,6
3177,Fixed_Hunk,9
3178,Buggy_Hunk,6
3179,Fixed_Hunk,18
3180,Buggy_Hunk,7
3181,Fixed_Hunk,7
3182,Buggy_Hunk,10
3183,Fixed_Hunk,10
3184,Buggy_Hunk,6
3185,Fixed_Hunk,10
3186,Buggy_Hunk,7
3187,Fixed_Hunk,7
3188,Buggy_Hunk,9
3189,Fixed_Hunk,9
3190,Buggy_Hunk,7
3191,Fixed_Hunk,7
3192,Buggy_Hunk,7
3193,Fixed_Hunk,7
3194,Buggy_Hunk,9
3195,Fixed_Hunk,11
3196,Buggy_Hunk,7
3197,Fixed_Hunk,7
3198,Buggy_Hunk,12
3199,Fixed_Hunk,14
3200,Buggy_Hunk,6
3201,Fixed_Hunk,7
3202,Buggy_Hunk,10
3203,Fixed_Hunk,12
3204,Buggy_Hunk,11
3205,Fixed_Hunk,8
3206,Buggy_Hunk,10
3207,Fixed_Hunk,11
3208,Buggy_Hunk,6
3209,Fixed_Hunk,7
3210,Buggy_Hunk,7
3211,Fixed_Hunk,7
3212,Buggy_Hunk,7
3213,Fixed_Hunk,7
3214,Buggy_Hunk,6
3215,Fixed_Hunk,7
3216,Buggy_Hunk,8
3217,Fixed_Hunk,6
3218,Buggy_Hunk,14
3219,Fixed_Hunk,12
3220,Buggy_Hunk,6
3221,Fixed_Hunk,7
3222,Buggy_Hunk,18
3223,Fixed_Hunk,21
3224,Buggy_Hunk,14
3225,Fixed_Hunk,12
3226,Buggy_Hunk,6
3227,Fixed_Hunk,7
3228,Buggy_Hunk,10
3229,Fixed_Hunk,11
3230,Buggy_Hunk,7
3231,Fixed_Hunk,6
3232,Buggy_Hunk,11
3233,Fixed_Hunk,6
3234,Buggy_Hunk,12
3235,Fixed_Hunk,6
3236,Buggy_Hunk,11
3237,Fixed_Hunk,11
3238,Buggy_Hunk,8
3239,Fixed_Hunk,8
3240,Buggy_Hunk,15
3241,Fixed_Hunk,15
3242,Buggy_Hunk,19
3243,Fixed_Hunk,19
3244,Buggy_Hunk,6
3245,Fixed_Hunk,18
3246,Buggy_Hunk,6
3247,Fixed_Hunk,11
3248,Buggy_Hunk,11
3249,Fixed_Hunk,17
3250,Buggy_Hunk,6
3251,Fixed_Hunk,14
3252,Buggy_Hunk,6
3253,Fixed_Hunk,18
3254,Buggy_Hunk,10
3255,Fixed_Hunk,42
3256,Buggy_Hunk,7
3257,Fixed_Hunk,7
3258,Buggy_Hunk,8
3259,Fixed_Hunk,7
3260,Buggy_Hunk,6
3261,Fixed_Hunk,9
3262,Buggy_Hunk,6
3263,Fixed_Hunk,9
3264,Buggy_Hunk,8
3265,Fixed_Hunk,10
3266,Buggy_Hunk,13
3267,Fixed_Hunk,13
3268,Buggy_Hunk,8
3269,Fixed_Hunk,10
3270,Buggy_Hunk,8
3271,Fixed_Hunk,8
3272,Buggy_Hunk,8
3273,Fixed_Hunk,8
3274,Buggy_Hunk,6
3275,Fixed_Hunk,17
3276,Buggy_Hunk,7
3277,Fixed_Hunk,10
3278,Buggy_Hunk,28
3279,Fixed_Hunk,28
3280,Buggy_Hunk,7
3281,Fixed_Hunk,7
3282,Buggy_Hunk,7
3283,Fixed_Hunk,7
3284,Buggy_Hunk,7
3285,Fixed_Hunk,7
3286,Buggy_Hunk,6
3287,Fixed_Hunk,10
3288,Buggy_Hunk,6
3289,Fixed_Hunk,10
3290,Buggy_Hunk,6
3291,Fixed_Hunk,9
3292,Buggy_Hunk,8
3293,Fixed_Hunk,9
3294,Buggy_Hunk,8
3295,Fixed_Hunk,9
3296,Buggy_Hunk,6
3297,Fixed_Hunk,12
3298,Buggy_Hunk,12
3299,Fixed_Hunk,15
3300,Buggy_Hunk,7
3301,Fixed_Hunk,10
3302,Buggy_Hunk,7
3303,Fixed_Hunk,7
3304,Buggy_Hunk,8
3305,Fixed_Hunk,8
3306,Buggy_Hunk,19
3307,Fixed_Hunk,19
3308,Buggy_Hunk,10
3309,Fixed_Hunk,7
3310,Buggy_Hunk,39
3311,Fixed_Hunk,31
3312,Buggy_Hunk,41
3313,Fixed_Hunk,33
3314,Buggy_Hunk,7
3315,Fixed_Hunk,7
3316,Buggy_Hunk,13
3317,Fixed_Hunk,14
3318,Buggy_Hunk,13
3319,Fixed_Hunk,13
3320,Buggy_Hunk,15
3321,Fixed_Hunk,14
3322,Buggy_Hunk,7
3323,Fixed_Hunk,7
3324,Buggy_Hunk,7
3325,Fixed_Hunk,7
3326,Buggy_Hunk,7
3327,Fixed_Hunk,7
3328,Buggy_Hunk,7
3329,Fixed_Hunk,7
3330,Buggy_Hunk,7
3331,Fixed_Hunk,10
3332,Buggy_Hunk,7
3333,Fixed_Hunk,10
3334,Buggy_Hunk,7
3335,Fixed_Hunk,10
3336,Buggy_Hunk,7
3337,Fixed_Hunk,10
3338,Buggy_Hunk,7
3339,Fixed_Hunk,10
3340,Buggy_Hunk,7
3341,Fixed_Hunk,6
3342,Buggy_Hunk,7
3343,Fixed_Hunk,7
3344,Buggy_Hunk,6
3345,Fixed_Hunk,7
3346,Buggy_Hunk,6
3347,Fixed_Hunk,7
3348,Buggy_Hunk,11
3349,Fixed_Hunk,22
3350,Buggy_Hunk,29
3351,Fixed_Hunk,29
3352,Buggy_Hunk,10
3353,Fixed_Hunk,10
3354,Buggy_Hunk,6
3355,Fixed_Hunk,7
3356,Buggy_Hunk,9
3357,Fixed_Hunk,9
3358,Buggy_Hunk,7
3359,Fixed_Hunk,6
3360,Buggy_Hunk,7
3361,Fixed_Hunk,6
3362,Buggy_Hunk,7
3363,Fixed_Hunk,6
3364,Buggy_Hunk,7
3365,Fixed_Hunk,6
3366,Buggy_Hunk,9
3367,Fixed_Hunk,6
3368,Buggy_Hunk,7
3369,Fixed_Hunk,6
3370,Buggy_Hunk,7
3371,Fixed_Hunk,7
3372,Buggy_Hunk,8
3373,Fixed_Hunk,7
3374,Buggy_Hunk,11
3375,Fixed_Hunk,10
3376,Buggy_Hunk,7
3377,Fixed_Hunk,7
3378,Buggy_Hunk,9
3379,Fixed_Hunk,9
3380,Buggy_Hunk,16
3381,Fixed_Hunk,16
3382,Buggy_Hunk,134
3383,Fixed_Hunk,141
3384,Buggy_Hunk,7
3385,Fixed_Hunk,7
3386,Buggy_Hunk,8
3387,Fixed_Hunk,8
3388,Buggy_Hunk,6
3389,Fixed_Hunk,7
3390,Buggy_Hunk,6
3391,Fixed_Hunk,7
3392,Buggy_Hunk,6
3393,Fixed_Hunk,7
3394,Buggy_Hunk,7
3395,Fixed_Hunk,7
3396,Buggy_Hunk,6
3397,Fixed_Hunk,7
3398,Buggy_Hunk,8
3399,Fixed_Hunk,7
3400,Buggy_Hunk,7
3401,Fixed_Hunk,7
3402,Buggy_Hunk,7
3403,Fixed_Hunk,8
3404,Buggy_Hunk,6
3405,Fixed_Hunk,30
3406,Buggy_Hunk,6
3407,Fixed_Hunk,36
3408,Buggy_Hunk,20
3409,Fixed_Hunk,39
3410,Buggy_Hunk,7
3411,Fixed_Hunk,7
3412,Buggy_Hunk,6
3413,Fixed_Hunk,9
3414,Buggy_Hunk,7
3415,Fixed_Hunk,7
3416,Buggy_Hunk,7
3417,Fixed_Hunk,7
3418,Buggy_Hunk,12
3419,Fixed_Hunk,14
3420,Buggy_Hunk,14
3421,Fixed_Hunk,14
3422,Buggy_Hunk,7
3423,Fixed_Hunk,7
3424,Buggy_Hunk,6
3425,Fixed_Hunk,7
3426,Buggy_Hunk,7
3427,Fixed_Hunk,15
3428,Buggy_Hunk,6
3429,Fixed_Hunk,9
3430,Buggy_Hunk,7
3431,Fixed_Hunk,6
3432,Buggy_Hunk,7
3433,Fixed_Hunk,7
3434,Buggy_Hunk,7
3435,Fixed_Hunk,7
3436,Buggy_Hunk,6
3437,Fixed_Hunk,9
3438,Buggy_Hunk,6
3439,Fixed_Hunk,16
3440,Buggy_Hunk,6
3441,Fixed_Hunk,8
3442,Buggy_Hunk,11
3443,Fixed_Hunk,14
3444,Buggy_Hunk,6
3445,Fixed_Hunk,8
3446,Buggy_Hunk,6
3447,Fixed_Hunk,7
3448,Buggy_Hunk,8
3449,Fixed_Hunk,10
3450,Buggy_Hunk,9
3451,Fixed_Hunk,11
3452,Buggy_Hunk,7
3453,Fixed_Hunk,7
3454,Buggy_Hunk,42
3455,Fixed_Hunk,48
3456,Buggy_Hunk,73
3457,Fixed_Hunk,74
3458,Buggy_Hunk,7
3459,Fixed_Hunk,14
3460,Buggy_Hunk,11
3461,Fixed_Hunk,6
3462,Buggy_Hunk,39
3463,Fixed_Hunk,9
3464,Buggy_Hunk,9
3465,Fixed_Hunk,18
3466,Buggy_Hunk,63
3467,Fixed_Hunk,94
3468,Buggy_Hunk,7
3469,Fixed_Hunk,7
3470,Buggy_Hunk,7
3471,Fixed_Hunk,7
3472,Buggy_Hunk,21
3473,Fixed_Hunk,61
3474,Buggy_Hunk,7
3475,Fixed_Hunk,7
3476,Buggy_Hunk,7
3477,Fixed_Hunk,7
3478,Buggy_Hunk,7
3479,Fixed_Hunk,7
3480,Buggy_Hunk,7
3481,Fixed_Hunk,8
3482,Buggy_Hunk,7
3483,Fixed_Hunk,10
3484,Buggy_Hunk,7
3485,Fixed_Hunk,8
3486,Buggy_Hunk,7
3487,Fixed_Hunk,9
3488,Buggy_Hunk,42
3489,Fixed_Hunk,50
3490,Buggy_Hunk,10
3491,Fixed_Hunk,10
3492,Buggy_Hunk,14
3493,Fixed_Hunk,14
3494,Buggy_Hunk,6
3495,Fixed_Hunk,8
3496,Buggy_Hunk,7
3497,Fixed_Hunk,8
3498,Buggy_Hunk,7
3499,Fixed_Hunk,7
3500,Buggy_Hunk,18
3501,Fixed_Hunk,15
3502,Buggy_Hunk,41
3503,Fixed_Hunk,35
3504,Buggy_Hunk,51
3505,Fixed_Hunk,43
3506,Buggy_Hunk,7
3507,Fixed_Hunk,6
3508,Buggy_Hunk,127
3509,Fixed_Hunk,107
3510,Buggy_Hunk,77
3511,Fixed_Hunk,59
3512,Buggy_Hunk,7
3513,Fixed_Hunk,7
3514,Buggy_Hunk,7
3515,Fixed_Hunk,7
3516,Buggy_Hunk,7
3517,Fixed_Hunk,8
3518,Buggy_Hunk,7
3519,Fixed_Hunk,8
3520,Buggy_Hunk,6
3521,Fixed_Hunk,7
3522,Buggy_Hunk,6
3523,Fixed_Hunk,7
3524,Buggy_Hunk,17
3525,Fixed_Hunk,19
3526,Buggy_Hunk,6
3527,Fixed_Hunk,7
3528,Buggy_Hunk,6
3529,Fixed_Hunk,7
3530,Buggy_Hunk,15
3531,Fixed_Hunk,18
3532,Buggy_Hunk,7
3533,Fixed_Hunk,7
3534,Buggy_Hunk,8
3535,Fixed_Hunk,6
3536,Buggy_Hunk,7
3537,Fixed_Hunk,7
3538,Buggy_Hunk,7
3539,Fixed_Hunk,7
3540,Buggy_Hunk,21
3541,Fixed_Hunk,22
3542,Buggy_Hunk,15
3543,Fixed_Hunk,9
3544,Buggy_Hunk,8
3545,Fixed_Hunk,6
3546,Buggy_Hunk,32
3547,Fixed_Hunk,32
3548,Buggy_Hunk,42
3549,Fixed_Hunk,45
3550,Buggy_Hunk,7
3551,Fixed_Hunk,7
3552,Buggy_Hunk,15
3553,Fixed_Hunk,6
3554,Buggy_Hunk,19
3555,Fixed_Hunk,6
3556,Buggy_Hunk,36
3557,Fixed_Hunk,6
3558,Buggy_Hunk,38
3559,Fixed_Hunk,20
3560,Buggy_Hunk,9
3561,Fixed_Hunk,7
3562,Buggy_Hunk,32
3563,Fixed_Hunk,28
3564,Buggy_Hunk,15
3565,Fixed_Hunk,15
3566,Buggy_Hunk,8
3567,Fixed_Hunk,6
3568,Buggy_Hunk,15
3569,Fixed_Hunk,18
3570,Buggy_Hunk,7
3571,Fixed_Hunk,8
3572,Buggy_Hunk,7
3573,Fixed_Hunk,8
3574,Buggy_Hunk,7
3575,Fixed_Hunk,8
3576,Buggy_Hunk,83
3577,Fixed_Hunk,55
3578,Buggy_Hunk,7
3579,Fixed_Hunk,7
3580,Buggy_Hunk,7
3581,Fixed_Hunk,7
3582,Buggy_Hunk,7
3583,Fixed_Hunk,7
3584,Buggy_Hunk,7
3585,Fixed_Hunk,7
3586,Buggy_Hunk,7
3587,Fixed_Hunk,7
3588,Buggy_Hunk,7
3589,Fixed_Hunk,7
3590,Buggy_Hunk,9
3591,Fixed_Hunk,9
3592,Buggy_Hunk,11
3593,Fixed_Hunk,11
3594,Buggy_Hunk,43
3595,Fixed_Hunk,43
3596,Buggy_Hunk,7
3597,Fixed_Hunk,7
3598,Buggy_Hunk,6
3599,Fixed_Hunk,10
3600,Buggy_Hunk,15
3601,Fixed_Hunk,15
3602,Buggy_Hunk,8
3603,Fixed_Hunk,8
3604,Buggy_Hunk,7
3605,Fixed_Hunk,7
3606,Buggy_Hunk,7
3607,Fixed_Hunk,7
3608,Buggy_Hunk,7
3609,Fixed_Hunk,7
3610,Buggy_Hunk,7
3611,Fixed_Hunk,7
3612,Buggy_Hunk,7
3613,Fixed_Hunk,7
3614,Buggy_Hunk,7
3615,Fixed_Hunk,14
3616,Buggy_Hunk,13
3617,Fixed_Hunk,13
3618,Buggy_Hunk,14
3619,Fixed_Hunk,14
3620,Buggy_Hunk,7
3621,Fixed_Hunk,7
3622,Buggy_Hunk,24
3623,Fixed_Hunk,25
3624,Buggy_Hunk,7
3625,Fixed_Hunk,8
3626,Buggy_Hunk,7
3627,Fixed_Hunk,8
3628,Buggy_Hunk,7
3629,Fixed_Hunk,8
3630,Buggy_Hunk,6
3631,Fixed_Hunk,9
3632,Buggy_Hunk,9
3633,Fixed_Hunk,9
3634,Buggy_Hunk,7
3635,Fixed_Hunk,7
3636,Buggy_Hunk,7
3637,Fixed_Hunk,7
3638,Buggy_Hunk,7
3639,Fixed_Hunk,7
3640,Buggy_Hunk,7
3641,Fixed_Hunk,7
3642,Buggy_Hunk,8
3643,Fixed_Hunk,6
3644,Buggy_Hunk,7
3645,Fixed_Hunk,7
3646,Buggy_Hunk,6
3647,Fixed_Hunk,9
3648,Buggy_Hunk,7
3649,Fixed_Hunk,7
3650,Buggy_Hunk,6
3651,Fixed_Hunk,9
3652,Buggy_Hunk,7
3653,Fixed_Hunk,13
3654,Buggy_Hunk,7
3655,Fixed_Hunk,6
3656,Buggy_Hunk,6
3657,Fixed_Hunk,7
3658,Buggy_Hunk,8
3659,Fixed_Hunk,8
3660,Buggy_Hunk,7
3661,Fixed_Hunk,7
3662,Buggy_Hunk,7
3663,Fixed_Hunk,7
3664,Buggy_Hunk,6
3665,Fixed_Hunk,8
3666,Buggy_Hunk,8
3667,Fixed_Hunk,8
3668,Buggy_Hunk,6
3669,Fixed_Hunk,7
3670,Buggy_Hunk,6
3671,Fixed_Hunk,7
3672,Buggy_Hunk,8
3673,Fixed_Hunk,8
3674,Buggy_Hunk,12
3675,Fixed_Hunk,13
3676,Buggy_Hunk,9
3677,Fixed_Hunk,9
3678,Buggy_Hunk,16
3679,Fixed_Hunk,16
3680,Buggy_Hunk,7
3681,Fixed_Hunk,7
3682,Buggy_Hunk,7
3683,Fixed_Hunk,7
3684,Buggy_Hunk,12
3685,Fixed_Hunk,10
3686,Buggy_Hunk,8
3687,Fixed_Hunk,8
3688,Buggy_Hunk,7
3689,Fixed_Hunk,7
3690,Buggy_Hunk,21
3691,Fixed_Hunk,25
3692,Buggy_Hunk,15
3693,Fixed_Hunk,15
3694,Buggy_Hunk,7
3695,Fixed_Hunk,7
3696,Buggy_Hunk,14
3697,Fixed_Hunk,14
3698,Buggy_Hunk,34
3699,Fixed_Hunk,34
3700,Buggy_Hunk,26
3701,Fixed_Hunk,26
3702,Buggy_Hunk,12
3703,Fixed_Hunk,12
3704,Buggy_Hunk,7
3705,Fixed_Hunk,7
3706,Buggy_Hunk,15
3707,Fixed_Hunk,15
3708,Buggy_Hunk,7
3709,Fixed_Hunk,7
3710,Buggy_Hunk,9
3711,Fixed_Hunk,9
3712,Buggy_Hunk,7
3713,Fixed_Hunk,7
3714,Buggy_Hunk,12
3715,Fixed_Hunk,12
3716,Buggy_Hunk,20
3717,Fixed_Hunk,20
3718,Buggy_Hunk,13
3719,Fixed_Hunk,13
3720,Buggy_Hunk,19
3721,Fixed_Hunk,19
3722,Buggy_Hunk,13
3723,Fixed_Hunk,13
3724,Buggy_Hunk,7
3725,Fixed_Hunk,7
3726,Buggy_Hunk,7
3727,Fixed_Hunk,7
3728,Buggy_Hunk,7
3729,Fixed_Hunk,7
3730,Buggy_Hunk,7
3731,Fixed_Hunk,7
3732,Buggy_Hunk,7
3733,Fixed_Hunk,7
3734,Buggy_Hunk,7
3735,Fixed_Hunk,7
3736,Buggy_Hunk,7
3737,Fixed_Hunk,7
3738,Buggy_Hunk,15
3739,Fixed_Hunk,10
3740,Buggy_Hunk,6
3741,Fixed_Hunk,10
3742,Buggy_Hunk,6
3743,Fixed_Hunk,7
3744,Buggy_Hunk,6
3745,Fixed_Hunk,7
3746,Buggy_Hunk,6
3747,Fixed_Hunk,9
3748,Buggy_Hunk,6
3749,Fixed_Hunk,7
3750,Buggy_Hunk,14
3751,Fixed_Hunk,12
3752,Buggy_Hunk,9
3753,Fixed_Hunk,9
3754,Buggy_Hunk,16
3755,Fixed_Hunk,16
3756,Buggy_Hunk,10
3757,Fixed_Hunk,10
3758,Buggy_Hunk,24
3759,Fixed_Hunk,24
3760,Buggy_Hunk,8
3761,Fixed_Hunk,8
3762,Buggy_Hunk,7
3763,Fixed_Hunk,7
3764,Buggy_Hunk,11
3765,Fixed_Hunk,11
3766,Buggy_Hunk,7
3767,Fixed_Hunk,7
3768,Buggy_Hunk,12
3769,Fixed_Hunk,12
3770,Buggy_Hunk,8
3771,Fixed_Hunk,8
3772,Buggy_Hunk,8
3773,Fixed_Hunk,10
3774,Buggy_Hunk,26
3775,Fixed_Hunk,25
3776,Buggy_Hunk,51
3777,Fixed_Hunk,46
3778,Buggy_Hunk,7
3779,Fixed_Hunk,8
3780,Buggy_Hunk,9
3781,Fixed_Hunk,11
3782,Buggy_Hunk,6
3783,Fixed_Hunk,7
3784,Buggy_Hunk,11
3785,Fixed_Hunk,14
3786,Buggy_Hunk,6
3787,Fixed_Hunk,7
3788,Buggy_Hunk,10
3789,Fixed_Hunk,13
3790,Buggy_Hunk,14
3791,Fixed_Hunk,14
3792,Buggy_Hunk,9
3793,Fixed_Hunk,8
3794,Buggy_Hunk,19
3795,Fixed_Hunk,10
3796,Buggy_Hunk,12
3797,Fixed_Hunk,14
3798,Buggy_Hunk,7
3799,Fixed_Hunk,9
3800,Buggy_Hunk,42
3801,Fixed_Hunk,55
3802,Buggy_Hunk,9
3803,Fixed_Hunk,9
3804,Buggy_Hunk,7
3805,Fixed_Hunk,7
3806,Buggy_Hunk,6
3807,Fixed_Hunk,7
3808,Buggy_Hunk,9
3809,Fixed_Hunk,9
3810,Buggy_Hunk,6
3811,Fixed_Hunk,7
3812,Buggy_Hunk,7
3813,Fixed_Hunk,7
3814,Buggy_Hunk,7
3815,Fixed_Hunk,7
3816,Buggy_Hunk,7
3817,Fixed_Hunk,7
3818,Buggy_Hunk,8
3819,Fixed_Hunk,10
3820,Buggy_Hunk,8
3821,Fixed_Hunk,8
3822,Buggy_Hunk,8
3823,Fixed_Hunk,8
3824,Buggy_Hunk,14
3825,Fixed_Hunk,14
3826,Buggy_Hunk,8
3827,Fixed_Hunk,8
3828,Buggy_Hunk,8
3829,Fixed_Hunk,8
3830,Buggy_Hunk,10
3831,Fixed_Hunk,10
3832,Buggy_Hunk,35
3833,Fixed_Hunk,36
3834,Buggy_Hunk,7
3835,Fixed_Hunk,7
3836,Buggy_Hunk,20
3837,Fixed_Hunk,25
3838,Buggy_Hunk,24
3839,Fixed_Hunk,35
3840,Buggy_Hunk,6
3841,Fixed_Hunk,7
3842,Buggy_Hunk,7
3843,Fixed_Hunk,7
3844,Buggy_Hunk,6
3845,Fixed_Hunk,10
3846,Buggy_Hunk,12
3847,Fixed_Hunk,16
3848,Buggy_Hunk,6
3849,Fixed_Hunk,7
3850,Buggy_Hunk,23
3851,Fixed_Hunk,25
3852,Buggy_Hunk,7
3853,Fixed_Hunk,9
3854,Buggy_Hunk,6
3855,Fixed_Hunk,9
3856,Buggy_Hunk,9
3857,Fixed_Hunk,10
3858,Buggy_Hunk,7
3859,Fixed_Hunk,7
3860,Buggy_Hunk,6
3861,Fixed_Hunk,7
3862,Buggy_Hunk,6
3863,Fixed_Hunk,7
3864,Buggy_Hunk,8
3865,Fixed_Hunk,11
3866,Buggy_Hunk,52
3867,Fixed_Hunk,52
3868,Buggy_Hunk,9
3869,Fixed_Hunk,12
3870,Buggy_Hunk,15
3871,Fixed_Hunk,6
3872,Buggy_Hunk,118
3873,Fixed_Hunk,6
3874,Buggy_Hunk,25
3875,Fixed_Hunk,6
3876,Buggy_Hunk,7
3877,Fixed_Hunk,7
3878,Buggy_Hunk,6
3879,Fixed_Hunk,9
3880,Buggy_Hunk,7
3881,Fixed_Hunk,7
3882,Buggy_Hunk,7
3883,Fixed_Hunk,7
3884,Buggy_Hunk,7
3885,Fixed_Hunk,8
3886,Buggy_Hunk,7
3887,Fixed_Hunk,8
3888,Buggy_Hunk,7
3889,Fixed_Hunk,7
3890,Buggy_Hunk,8
3891,Fixed_Hunk,33
3892,Buggy_Hunk,6
3893,Fixed_Hunk,36
3894,Buggy_Hunk,20
3895,Fixed_Hunk,39
3896,Buggy_Hunk,20
3897,Fixed_Hunk,28
3898,Buggy_Hunk,7
3899,Fixed_Hunk,16
3900,Buggy_Hunk,11
3901,Fixed_Hunk,6
3902,Buggy_Hunk,12
3903,Fixed_Hunk,13
3904,Buggy_Hunk,7
3905,Fixed_Hunk,27
3906,Buggy_Hunk,66
3907,Fixed_Hunk,70
3908,Buggy_Hunk,11
3909,Fixed_Hunk,15
3910,Buggy_Hunk,25
3911,Fixed_Hunk,40
3912,Buggy_Hunk,21
3913,Fixed_Hunk,21
3914,Buggy_Hunk,59
3915,Fixed_Hunk,68
3916,Buggy_Hunk,13
3917,Fixed_Hunk,74
3918,Buggy_Hunk,16
3919,Fixed_Hunk,33
3920,Buggy_Hunk,4
3921,Fixed_Hunk,16
3922,Buggy_Hunk,6
3923,Fixed_Hunk,7
3924,Buggy_Hunk,7
3925,Fixed_Hunk,6
3926,Buggy_Hunk,11
3927,Fixed_Hunk,10
3928,Buggy_Hunk,7
3929,Fixed_Hunk,7
3930,Buggy_Hunk,6
3931,Fixed_Hunk,9
3932,Buggy_Hunk,7
3933,Fixed_Hunk,7
3934,Buggy_Hunk,10
3935,Fixed_Hunk,10
3936,Buggy_Hunk,13
3937,Fixed_Hunk,13
3938,Buggy_Hunk,6
3939,Fixed_Hunk,7
3940,Buggy_Hunk,9
3941,Fixed_Hunk,12
3942,Buggy_Hunk,8
3943,Fixed_Hunk,8
3944,Buggy_Hunk,7
3945,Fixed_Hunk,7
3946,Buggy_Hunk,9
