,Hunk_Type,Size
110,Buggy_Hunk,6
111,Fixed_Hunk,7
112,Buggy_Hunk,6
113,Fixed_Hunk,7
114,Buggy_Hunk,6
115,Fixed_Hunk,7
116,Buggy_Hunk,6
117,Fixed_Hunk,7
118,Buggy_Hunk,6
119,Fixed_Hunk,10
120,Buggy_Hunk,6
121,Fixed_Hunk,7
122,Buggy_Hunk,46
123,Fixed_Hunk,46
124,Buggy_Hunk,7
125,Fixed_Hunk,7
126,Buggy_Hunk,4
127,Fixed_Hunk,5
128,Buggy_Hunk,7
129,Fixed_Hunk,7
130,Buggy_Hunk,7
131,Fixed_Hunk,7
132,Buggy_Hunk,7
133,Fixed_Hunk,7
134,Buggy_Hunk,7
135,Fixed_Hunk,7
136,Buggy_Hunk,7
137,Fixed_Hunk,7
138,Buggy_Hunk,7
139,Fixed_Hunk,7
140,Buggy_Hunk,7
141,Fixed_Hunk,6
142,Buggy_Hunk,8
143,Fixed_Hunk,6
144,Buggy_Hunk,7
145,Fixed_Hunk,7
146,Buggy_Hunk,8
147,Fixed_Hunk,6
148,Buggy_Hunk,8
149,Fixed_Hunk,6
150,Buggy_Hunk,7
151,Fixed_Hunk,7
152,Buggy_Hunk,6
153,Fixed_Hunk,7
154,Buggy_Hunk,7
155,Fixed_Hunk,7
156,Buggy_Hunk,13
157,Fixed_Hunk,12
158,Buggy_Hunk,12
159,Fixed_Hunk,10
160,Buggy_Hunk,7
161,Fixed_Hunk,7
162,Buggy_Hunk,7
163,Fixed_Hunk,7
164,Buggy_Hunk,6
165,Fixed_Hunk,8
166,Buggy_Hunk,8
167,Fixed_Hunk,8
168,Buggy_Hunk,7
169,Fixed_Hunk,7
170,Buggy_Hunk,6
171,Fixed_Hunk,7
172,Buggy_Hunk,7
173,Fixed_Hunk,7
174,Buggy_Hunk,7
175,Fixed_Hunk,7
176,Buggy_Hunk,8
177,Fixed_Hunk,8
178,Buggy_Hunk,7
179,Fixed_Hunk,7
180,Buggy_Hunk,7
181,Fixed_Hunk,7
182,Buggy_Hunk,7
183,Fixed_Hunk,7
184,Buggy_Hunk,19
185,Fixed_Hunk,22
186,Buggy_Hunk,7
187,Fixed_Hunk,7
188,Buggy_Hunk,7
189,Fixed_Hunk,7
190,Buggy_Hunk,7
191,Fixed_Hunk,7
192,Buggy_Hunk,6
193,Fixed_Hunk,11
194,Buggy_Hunk,7
195,Fixed_Hunk,7
196,Buggy_Hunk,7
197,Fixed_Hunk,7
198,Buggy_Hunk,7
199,Fixed_Hunk,8
200,Buggy_Hunk,8
201,Fixed_Hunk,8
202,Buggy_Hunk,7
203,Fixed_Hunk,8
204,Buggy_Hunk,8
205,Fixed_Hunk,12
206,Buggy_Hunk,7
207,Fixed_Hunk,7
208,Buggy_Hunk,7
209,Fixed_Hunk,7
210,Buggy_Hunk,7
211,Fixed_Hunk,11
212,Buggy_Hunk,7
213,Fixed_Hunk,11
214,Buggy_Hunk,7
215,Fixed_Hunk,11
216,Buggy_Hunk,7
217,Fixed_Hunk,11
218,Buggy_Hunk,7
219,Fixed_Hunk,11
220,Buggy_Hunk,7
221,Fixed_Hunk,11
222,Buggy_Hunk,7
223,Fixed_Hunk,7
224,Buggy_Hunk,11
225,Fixed_Hunk,12
226,Buggy_Hunk,9
227,Fixed_Hunk,9
228,Buggy_Hunk,8
229,Fixed_Hunk,8
230,Buggy_Hunk,6
231,Fixed_Hunk,7
232,Buggy_Hunk,4
233,Fixed_Hunk,3
234,Buggy_Hunk,12
235,Fixed_Hunk,13
236,Buggy_Hunk,8
237,Fixed_Hunk,8
238,Buggy_Hunk,11
239,Fixed_Hunk,6
240,Buggy_Hunk,6
241,Fixed_Hunk,13
242,Buggy_Hunk,7
243,Fixed_Hunk,7
244,Buggy_Hunk,7
245,Fixed_Hunk,7
246,Buggy_Hunk,16
247,Fixed_Hunk,16
248,Buggy_Hunk,28
249,Fixed_Hunk,27
250,Buggy_Hunk,8
251,Fixed_Hunk,8
252,Buggy_Hunk,7
253,Fixed_Hunk,8
254,Buggy_Hunk,17
255,Fixed_Hunk,20
256,Buggy_Hunk,6
257,Fixed_Hunk,7
258,Buggy_Hunk,7
259,Fixed_Hunk,8
260,Buggy_Hunk,6
261,Fixed_Hunk,7
262,Buggy_Hunk,6
263,Fixed_Hunk,7
264,Buggy_Hunk,6
265,Fixed_Hunk,7
266,Buggy_Hunk,7
267,Fixed_Hunk,7
268,Buggy_Hunk,9
269,Fixed_Hunk,7
270,Buggy_Hunk,6
271,Fixed_Hunk,7
272,Buggy_Hunk,6
273,Fixed_Hunk,8
274,Buggy_Hunk,11
275,Fixed_Hunk,10
276,Buggy_Hunk,7
277,Fixed_Hunk,7
278,Buggy_Hunk,52
279,Fixed_Hunk,56
280,Buggy_Hunk,15
281,Fixed_Hunk,16
282,Buggy_Hunk,7
283,Fixed_Hunk,7
284,Buggy_Hunk,7
285,Fixed_Hunk,7
286,Buggy_Hunk,7
287,Fixed_Hunk,7
288,Buggy_Hunk,6
289,Fixed_Hunk,10
290,Buggy_Hunk,33
291,Fixed_Hunk,41
292,Buggy_Hunk,6
293,Fixed_Hunk,10
294,Buggy_Hunk,146
295,Fixed_Hunk,92
296,Buggy_Hunk,41
297,Fixed_Hunk,59
298,Buggy_Hunk,7
299,Fixed_Hunk,7
300,Buggy_Hunk,14
301,Fixed_Hunk,14
302,Buggy_Hunk,14
303,Fixed_Hunk,14
304,Buggy_Hunk,7
305,Fixed_Hunk,7
306,Buggy_Hunk,6
307,Fixed_Hunk,7
308,Buggy_Hunk,7
309,Fixed_Hunk,8
310,Buggy_Hunk,12
311,Fixed_Hunk,11
312,Buggy_Hunk,36
313,Fixed_Hunk,36
314,Buggy_Hunk,6
315,Fixed_Hunk,7
316,Buggy_Hunk,6
317,Fixed_Hunk,7
318,Buggy_Hunk,10
319,Fixed_Hunk,12
320,Buggy_Hunk,12
321,Fixed_Hunk,22
322,Buggy_Hunk,6
323,Fixed_Hunk,7
324,Buggy_Hunk,6
325,Fixed_Hunk,7
326,Buggy_Hunk,12
327,Fixed_Hunk,14
328,Buggy_Hunk,6
329,Fixed_Hunk,7
330,Buggy_Hunk,6
331,Fixed_Hunk,7
332,Buggy_Hunk,6
333,Fixed_Hunk,7
334,Buggy_Hunk,6
335,Fixed_Hunk,7
336,Buggy_Hunk,6
337,Fixed_Hunk,7
338,Buggy_Hunk,7
339,Fixed_Hunk,7
340,Buggy_Hunk,7
341,Fixed_Hunk,10
342,Buggy_Hunk,8
343,Fixed_Hunk,10
344,Buggy_Hunk,8
345,Fixed_Hunk,6
346,Buggy_Hunk,14
347,Fixed_Hunk,26
348,Buggy_Hunk,12
349,Fixed_Hunk,10
350,Buggy_Hunk,7
351,Fixed_Hunk,7
352,Buggy_Hunk,6
353,Fixed_Hunk,7
354,Buggy_Hunk,23
355,Fixed_Hunk,22
356,Buggy_Hunk,6
357,Fixed_Hunk,7
358,Buggy_Hunk,6
359,Fixed_Hunk,7
360,Buggy_Hunk,7
361,Fixed_Hunk,8
362,Buggy_Hunk,6
363,Fixed_Hunk,9
364,Buggy_Hunk,9
365,Fixed_Hunk,6
366,Buggy_Hunk,7
367,Fixed_Hunk,8
368,Buggy_Hunk,6
369,Fixed_Hunk,7
370,Buggy_Hunk,6
371,Fixed_Hunk,7
372,Buggy_Hunk,41
373,Fixed_Hunk,45
374,Buggy_Hunk,20
375,Fixed_Hunk,36
376,Buggy_Hunk,6
377,Fixed_Hunk,7
378,Buggy_Hunk,6
379,Fixed_Hunk,7
380,Buggy_Hunk,9
381,Fixed_Hunk,9
382,Buggy_Hunk,6
383,Fixed_Hunk,14
384,Buggy_Hunk,6
385,Fixed_Hunk,7
386,Buggy_Hunk,6
387,Fixed_Hunk,8
388,Buggy_Hunk,6
389,Fixed_Hunk,10
390,Buggy_Hunk,7
391,Fixed_Hunk,7
392,Buggy_Hunk,7
393,Fixed_Hunk,10
394,Buggy_Hunk,7
395,Fixed_Hunk,8
396,Buggy_Hunk,7
397,Fixed_Hunk,8
398,Buggy_Hunk,11
399,Fixed_Hunk,13
400,Buggy_Hunk,10
401,Fixed_Hunk,7
402,Buggy_Hunk,6
403,Fixed_Hunk,22
404,Buggy_Hunk,43
405,Fixed_Hunk,43
406,Buggy_Hunk,6
407,Fixed_Hunk,10
408,Buggy_Hunk,24
409,Fixed_Hunk,24
410,Buggy_Hunk,29
411,Fixed_Hunk,31
412,Buggy_Hunk,7
413,Fixed_Hunk,8
414,Buggy_Hunk,7
415,Fixed_Hunk,8
416,Buggy_Hunk,7
417,Fixed_Hunk,8
418,Buggy_Hunk,7
419,Fixed_Hunk,8
420,Buggy_Hunk,6
421,Fixed_Hunk,7
422,Buggy_Hunk,13
423,Fixed_Hunk,14
424,Buggy_Hunk,7
425,Fixed_Hunk,7
426,Buggy_Hunk,10
427,Fixed_Hunk,16
428,Buggy_Hunk,7
429,Fixed_Hunk,7
430,Buggy_Hunk,7
431,Fixed_Hunk,7
432,Buggy_Hunk,6
433,Fixed_Hunk,8
434,Buggy_Hunk,7
435,Fixed_Hunk,8
436,Buggy_Hunk,13
437,Fixed_Hunk,22
438,Buggy_Hunk,7
439,Fixed_Hunk,7
440,Buggy_Hunk,7
441,Fixed_Hunk,6
442,Buggy_Hunk,7
443,Fixed_Hunk,6
444,Buggy_Hunk,8
445,Fixed_Hunk,7
446,Buggy_Hunk,8
447,Fixed_Hunk,8
448,Buggy_Hunk,8
449,Fixed_Hunk,9
450,Buggy_Hunk,7
451,Fixed_Hunk,9
452,Buggy_Hunk,7
453,Fixed_Hunk,7
454,Buggy_Hunk,7
455,Fixed_Hunk,7
456,Buggy_Hunk,6
457,Fixed_Hunk,7
458,Buggy_Hunk,6
459,Fixed_Hunk,7
460,Buggy_Hunk,6
461,Fixed_Hunk,12
462,Buggy_Hunk,7
463,Fixed_Hunk,7
464,Buggy_Hunk,7
465,Fixed_Hunk,7
466,Buggy_Hunk,6
467,Fixed_Hunk,7
468,Buggy_Hunk,6
469,Fixed_Hunk,7
470,Buggy_Hunk,6
471,Fixed_Hunk,7
472,Buggy_Hunk,8
473,Fixed_Hunk,9
474,Buggy_Hunk,8
475,Fixed_Hunk,8
476,Buggy_Hunk,8
477,Fixed_Hunk,8
478,Buggy_Hunk,7
479,Fixed_Hunk,9
480,Buggy_Hunk,8
481,Fixed_Hunk,8
482,Buggy_Hunk,11
483,Fixed_Hunk,6
484,Buggy_Hunk,6
485,Fixed_Hunk,13
486,Buggy_Hunk,7
487,Fixed_Hunk,7
488,Buggy_Hunk,9
489,Fixed_Hunk,9
490,Buggy_Hunk,21
491,Fixed_Hunk,21
492,Buggy_Hunk,7
493,Fixed_Hunk,7
494,Buggy_Hunk,13
495,Fixed_Hunk,15
496,Buggy_Hunk,12
497,Fixed_Hunk,14
498,Buggy_Hunk,14
499,Fixed_Hunk,16
500,Buggy_Hunk,8
501,Fixed_Hunk,7
502,Buggy_Hunk,30
503,Fixed_Hunk,32
504,Buggy_Hunk,14
505,Fixed_Hunk,19
506,Buggy_Hunk,11
507,Fixed_Hunk,11
508,Buggy_Hunk,10
509,Fixed_Hunk,10
510,Buggy_Hunk,7
511,Fixed_Hunk,7
512,Buggy_Hunk,7
513,Fixed_Hunk,7
514,Buggy_Hunk,7
515,Fixed_Hunk,7
516,Buggy_Hunk,60
517,Fixed_Hunk,60
518,Buggy_Hunk,6
519,Fixed_Hunk,7
520,Buggy_Hunk,11
521,Fixed_Hunk,11
522,Buggy_Hunk,6
523,Fixed_Hunk,9
524,Buggy_Hunk,6
525,Fixed_Hunk,7
526,Buggy_Hunk,6
527,Fixed_Hunk,10
528,Buggy_Hunk,6
529,Fixed_Hunk,10
530,Buggy_Hunk,6
531,Fixed_Hunk,32
532,Buggy_Hunk,7
533,Fixed_Hunk,7
534,Buggy_Hunk,6
535,Fixed_Hunk,131
536,Buggy_Hunk,27
537,Fixed_Hunk,30
538,Buggy_Hunk,16
539,Fixed_Hunk,19
540,Buggy_Hunk,154
541,Fixed_Hunk,125
542,Buggy_Hunk,6
543,Fixed_Hunk,7
544,Buggy_Hunk,6
545,Fixed_Hunk,7
546,Buggy_Hunk,11
547,Fixed_Hunk,11
548,Buggy_Hunk,7
549,Fixed_Hunk,7
550,Buggy_Hunk,6
551,Fixed_Hunk,7
552,Buggy_Hunk,6
553,Fixed_Hunk,7
554,Buggy_Hunk,6
555,Fixed_Hunk,7
556,Buggy_Hunk,7
557,Fixed_Hunk,7
558,Buggy_Hunk,12
559,Fixed_Hunk,11
560,Buggy_Hunk,47
561,Fixed_Hunk,47
562,Buggy_Hunk,7
563,Fixed_Hunk,11
564,Buggy_Hunk,15
565,Fixed_Hunk,19
566,Buggy_Hunk,19
567,Fixed_Hunk,22
568,Buggy_Hunk,8
569,Fixed_Hunk,14
570,Buggy_Hunk,13
571,Fixed_Hunk,18
572,Buggy_Hunk,6
573,Fixed_Hunk,7
574,Buggy_Hunk,7
575,Fixed_Hunk,8
576,Buggy_Hunk,7
577,Fixed_Hunk,7
578,Buggy_Hunk,13
579,Fixed_Hunk,14
580,Buggy_Hunk,6
581,Fixed_Hunk,12
582,Buggy_Hunk,7
583,Fixed_Hunk,6
584,Buggy_Hunk,7
585,Fixed_Hunk,6
586,Buggy_Hunk,7
587,Fixed_Hunk,7
588,Buggy_Hunk,60
589,Fixed_Hunk,57
590,Buggy_Hunk,13
591,Fixed_Hunk,17
592,Buggy_Hunk,6
593,Fixed_Hunk,8
594,Buggy_Hunk,6
595,Fixed_Hunk,7
596,Buggy_Hunk,11
597,Fixed_Hunk,17
598,Buggy_Hunk,7
599,Fixed_Hunk,8
600,Buggy_Hunk,7
601,Fixed_Hunk,13
602,Buggy_Hunk,6
603,Fixed_Hunk,10
604,Buggy_Hunk,8
605,Fixed_Hunk,13
606,Buggy_Hunk,9
607,Fixed_Hunk,9
608,Buggy_Hunk,17
609,Fixed_Hunk,17
610,Buggy_Hunk,7
611,Fixed_Hunk,7
612,Buggy_Hunk,10
613,Fixed_Hunk,10
614,Buggy_Hunk,19
615,Fixed_Hunk,19
616,Buggy_Hunk,18
617,Fixed_Hunk,18
618,Buggy_Hunk,6
619,Fixed_Hunk,6
620,Buggy_Hunk,7
621,Fixed_Hunk,7
622,Buggy_Hunk,7
623,Fixed_Hunk,7
624,Buggy_Hunk,8
625,Fixed_Hunk,6
626,Buggy_Hunk,9
627,Fixed_Hunk,6
628,Buggy_Hunk,18
629,Fixed_Hunk,18
630,Buggy_Hunk,7
631,Fixed_Hunk,7
632,Buggy_Hunk,8
633,Fixed_Hunk,8
634,Buggy_Hunk,7
635,Fixed_Hunk,7
636,Buggy_Hunk,7
637,Fixed_Hunk,7
638,Buggy_Hunk,47
639,Fixed_Hunk,47
640,Buggy_Hunk,7
641,Fixed_Hunk,7
642,Buggy_Hunk,7
643,Fixed_Hunk,9
644,Buggy_Hunk,7
645,Fixed_Hunk,6
646,Buggy_Hunk,12
647,Fixed_Hunk,13
648,Buggy_Hunk,7
649,Fixed_Hunk,7
650,Buggy_Hunk,7
651,Fixed_Hunk,7
652,Buggy_Hunk,7
653,Fixed_Hunk,7
654,Buggy_Hunk,7
655,Fixed_Hunk,7
656,Buggy_Hunk,6
657,Fixed_Hunk,9
658,Buggy_Hunk,6
659,Fixed_Hunk,7
660,Buggy_Hunk,12
661,Fixed_Hunk,13
662,Buggy_Hunk,7
663,Fixed_Hunk,12
664,Buggy_Hunk,8
665,Fixed_Hunk,9
666,Buggy_Hunk,32
667,Fixed_Hunk,21
668,Buggy_Hunk,6
669,Fixed_Hunk,7
670,Buggy_Hunk,6
671,Fixed_Hunk,7
672,Buggy_Hunk,7
673,Fixed_Hunk,7
674,Buggy_Hunk,11
675,Fixed_Hunk,7
676,Buggy_Hunk,6
677,Fixed_Hunk,7
678,Buggy_Hunk,7
679,Fixed_Hunk,7
680,Buggy_Hunk,23
681,Fixed_Hunk,23
682,Buggy_Hunk,23
683,Fixed_Hunk,23
684,Buggy_Hunk,12
685,Fixed_Hunk,11
686,Buggy_Hunk,30
687,Fixed_Hunk,30
688,Buggy_Hunk,7
689,Fixed_Hunk,9
690,Buggy_Hunk,4
691,Fixed_Hunk,8
692,Buggy_Hunk,7
693,Fixed_Hunk,7
694,Buggy_Hunk,8
695,Fixed_Hunk,8
696,Buggy_Hunk,10
697,Fixed_Hunk,13
698,Buggy_Hunk,10
699,Fixed_Hunk,11
700,Buggy_Hunk,12
701,Fixed_Hunk,13
702,Buggy_Hunk,6
703,Fixed_Hunk,16
704,Buggy_Hunk,7
705,Fixed_Hunk,7
706,Buggy_Hunk,7
707,Fixed_Hunk,7
708,Buggy_Hunk,7
709,Fixed_Hunk,7
710,Buggy_Hunk,17
711,Fixed_Hunk,19
712,Buggy_Hunk,7
713,Fixed_Hunk,7
714,Buggy_Hunk,7
715,Fixed_Hunk,7
716,Buggy_Hunk,13
717,Fixed_Hunk,13
718,Buggy_Hunk,7
719,Fixed_Hunk,9
720,Buggy_Hunk,6
721,Fixed_Hunk,7
722,Buggy_Hunk,6
723,Fixed_Hunk,7
724,Buggy_Hunk,11
725,Fixed_Hunk,11
726,Buggy_Hunk,10
727,Fixed_Hunk,10
728,Buggy_Hunk,10
729,Fixed_Hunk,10
730,Buggy_Hunk,10
731,Fixed_Hunk,10
732,Buggy_Hunk,10
733,Fixed_Hunk,10
734,Buggy_Hunk,10
735,Fixed_Hunk,10
736,Buggy_Hunk,7
737,Fixed_Hunk,9
738,Buggy_Hunk,64
739,Fixed_Hunk,90
740,Buggy_Hunk,22
741,Fixed_Hunk,19
742,Buggy_Hunk,29
743,Fixed_Hunk,18
744,Buggy_Hunk,78
745,Fixed_Hunk,65
746,Buggy_Hunk,7
747,Fixed_Hunk,13
748,Buggy_Hunk,6
749,Fixed_Hunk,7
750,Buggy_Hunk,15
751,Fixed_Hunk,23
752,Buggy_Hunk,6
753,Fixed_Hunk,7
754,Buggy_Hunk,7
755,Fixed_Hunk,7
756,Buggy_Hunk,13
757,Fixed_Hunk,15
758,Buggy_Hunk,13
759,Fixed_Hunk,14
760,Buggy_Hunk,8
761,Fixed_Hunk,8
762,Buggy_Hunk,6
763,Fixed_Hunk,7
764,Buggy_Hunk,7
765,Fixed_Hunk,8
766,Buggy_Hunk,6
767,Fixed_Hunk,7
768,Buggy_Hunk,6
769,Fixed_Hunk,9
770,Buggy_Hunk,7
771,Fixed_Hunk,7
772,Buggy_Hunk,10
773,Fixed_Hunk,11
774,Buggy_Hunk,7
775,Fixed_Hunk,7
776,Buggy_Hunk,6
777,Fixed_Hunk,7
778,Buggy_Hunk,6
779,Fixed_Hunk,7
780,Buggy_Hunk,6
781,Fixed_Hunk,7
782,Buggy_Hunk,7
783,Fixed_Hunk,7
784,Buggy_Hunk,15
785,Fixed_Hunk,18
786,Buggy_Hunk,6
787,Fixed_Hunk,20
788,Buggy_Hunk,20
789,Fixed_Hunk,36
790,Buggy_Hunk,6
791,Fixed_Hunk,7
792,Buggy_Hunk,6
793,Fixed_Hunk,7
794,Buggy_Hunk,7
795,Fixed_Hunk,7
796,Buggy_Hunk,11
797,Fixed_Hunk,13
798,Buggy_Hunk,12
799,Fixed_Hunk,14
800,Buggy_Hunk,6
801,Fixed_Hunk,10
802,Buggy_Hunk,32
803,Fixed_Hunk,34
804,Buggy_Hunk,8
805,Fixed_Hunk,6
806,Buggy_Hunk,6
807,Fixed_Hunk,44
808,Buggy_Hunk,7
809,Fixed_Hunk,7
810,Buggy_Hunk,7
811,Fixed_Hunk,7
812,Buggy_Hunk,6
813,Fixed_Hunk,7
814,Buggy_Hunk,13
815,Fixed_Hunk,19
816,Buggy_Hunk,12
817,Fixed_Hunk,11
818,Buggy_Hunk,72
819,Fixed_Hunk,72
820,Buggy_Hunk,8
821,Fixed_Hunk,10
822,Buggy_Hunk,7
823,Fixed_Hunk,7
824,Buggy_Hunk,7
825,Fixed_Hunk,7
826,Buggy_Hunk,8
827,Fixed_Hunk,8
828,Buggy_Hunk,8
829,Fixed_Hunk,10
830,Buggy_Hunk,19
831,Fixed_Hunk,21
832,Buggy_Hunk,10
833,Fixed_Hunk,14
834,Buggy_Hunk,10
835,Fixed_Hunk,14
836,Buggy_Hunk,6
837,Fixed_Hunk,8
838,Buggy_Hunk,8
839,Fixed_Hunk,8
840,Buggy_Hunk,6
841,Fixed_Hunk,12
842,Buggy_Hunk,4
843,Fixed_Hunk,7
844,Buggy_Hunk,7
845,Fixed_Hunk,12
846,Buggy_Hunk,8
847,Fixed_Hunk,15
848,Buggy_Hunk,6
849,Fixed_Hunk,7
850,Buggy_Hunk,7
851,Fixed_Hunk,7
852,Buggy_Hunk,11
853,Fixed_Hunk,11
854,Buggy_Hunk,6
855,Fixed_Hunk,7
856,Buggy_Hunk,7
857,Fixed_Hunk,7
858,Buggy_Hunk,7
859,Fixed_Hunk,7
860,Buggy_Hunk,10
861,Fixed_Hunk,10
862,Buggy_Hunk,6
863,Fixed_Hunk,7
864,Buggy_Hunk,8
865,Fixed_Hunk,14
866,Buggy_Hunk,7
867,Fixed_Hunk,10
868,Buggy_Hunk,15
869,Fixed_Hunk,16
870,Buggy_Hunk,12
871,Fixed_Hunk,15
872,Buggy_Hunk,6
873,Fixed_Hunk,7
874,Buggy_Hunk,10
875,Fixed_Hunk,13
876,Buggy_Hunk,15
877,Fixed_Hunk,15
878,Buggy_Hunk,7
879,Fixed_Hunk,12
880,Buggy_Hunk,7
881,Fixed_Hunk,7
882,Buggy_Hunk,6
883,Fixed_Hunk,7
884,Buggy_Hunk,6
885,Fixed_Hunk,7
886,Buggy_Hunk,6
887,Fixed_Hunk,7
888,Buggy_Hunk,6
889,Fixed_Hunk,7
890,Buggy_Hunk,11
891,Fixed_Hunk,11
892,Buggy_Hunk,32
893,Fixed_Hunk,32
894,Buggy_Hunk,24
895,Fixed_Hunk,23
896,Buggy_Hunk,16
897,Fixed_Hunk,17
898,Buggy_Hunk,7
899,Fixed_Hunk,9
900,Buggy_Hunk,12
901,Fixed_Hunk,19
902,Buggy_Hunk,21
903,Fixed_Hunk,12
904,Buggy_Hunk,48
905,Fixed_Hunk,27
906,Buggy_Hunk,14
907,Fixed_Hunk,6
908,Buggy_Hunk,29
909,Fixed_Hunk,27
910,Buggy_Hunk,7
911,Fixed_Hunk,6
912,Buggy_Hunk,35
913,Fixed_Hunk,88
914,Buggy_Hunk,17
915,Fixed_Hunk,17
916,Buggy_Hunk,7
917,Fixed_Hunk,7
918,Buggy_Hunk,17
919,Fixed_Hunk,19
920,Buggy_Hunk,10
921,Fixed_Hunk,11
922,Buggy_Hunk,10
923,Fixed_Hunk,11
924,Buggy_Hunk,10
925,Fixed_Hunk,11
926,Buggy_Hunk,6
927,Fixed_Hunk,7
928,Buggy_Hunk,6
929,Fixed_Hunk,7
930,Buggy_Hunk,6
931,Fixed_Hunk,16
932,Buggy_Hunk,13
933,Fixed_Hunk,12
934,Buggy_Hunk,6
935,Fixed_Hunk,7
936,Buggy_Hunk,7
937,Fixed_Hunk,9
938,Buggy_Hunk,7
939,Fixed_Hunk,7
940,Buggy_Hunk,7
941,Fixed_Hunk,9
942,Buggy_Hunk,19
943,Fixed_Hunk,18
944,Buggy_Hunk,7
945,Fixed_Hunk,7
946,Buggy_Hunk,8
947,Fixed_Hunk,12
948,Buggy_Hunk,7
949,Fixed_Hunk,7
950,Buggy_Hunk,31
951,Fixed_Hunk,36
952,Buggy_Hunk,29
953,Fixed_Hunk,36
954,Buggy_Hunk,7
955,Fixed_Hunk,7
956,Buggy_Hunk,7
957,Fixed_Hunk,7
958,Buggy_Hunk,10
959,Fixed_Hunk,10
960,Buggy_Hunk,23
961,Fixed_Hunk,22
962,Buggy_Hunk,8
963,Fixed_Hunk,8
964,Buggy_Hunk,7
965,Fixed_Hunk,7
966,Buggy_Hunk,7
967,Fixed_Hunk,7
968,Buggy_Hunk,37
969,Fixed_Hunk,72
970,Buggy_Hunk,7
971,Fixed_Hunk,7
972,Buggy_Hunk,8
973,Fixed_Hunk,11
974,Buggy_Hunk,37
975,Fixed_Hunk,26
976,Buggy_Hunk,7
977,Fixed_Hunk,7
978,Buggy_Hunk,7
979,Fixed_Hunk,7
980,Buggy_Hunk,6
981,Fixed_Hunk,8
982,Buggy_Hunk,17
983,Fixed_Hunk,18
984,Buggy_Hunk,12
985,Fixed_Hunk,14
986,Buggy_Hunk,15
987,Fixed_Hunk,18
988,Buggy_Hunk,7
989,Fixed_Hunk,7
990,Buggy_Hunk,9
991,Fixed_Hunk,8
992,Buggy_Hunk,18
993,Fixed_Hunk,23
994,Buggy_Hunk,10
995,Fixed_Hunk,12
996,Buggy_Hunk,6
997,Fixed_Hunk,7
